"","customer_id","monetary","frequency","lastpurchase","recency","rankr","rankf","rankm","totalrfm"
"26",11235,150.321428571429,28,2001-02-27,1,1,1,1,"1 1 1"
"27",11853,107.285714285714,7,2000-12-01,89,4,1,1,"4 1 1"
"28",11914,130.8,20,2001-02-28,0,1,1,1,"1 1 1"
"29",12171,312.666666666667,3,2001-02-18,10,1,1,1,"1 1 1"
"30",12249,94.7317073170732,41,2001-02-23,5,1,1,1,"1 1 1"
"31",13062,109.833333333333,12,2001-02-06,22,1,1,1,"1 1 1"
"32",13697,96.1363636363636,66,2001-02-17,11,1,1,1,"1 1 1"
"33",14762,154.571428571429,35,2001-02-25,3,1,1,1,"1 1 1"
"34",15172,254.142857142857,7,2001-01-22,37,2,1,1,"2 1 1"
"35",15424,273.714285714286,14,2001-01-18,41,2,1,1,"2 1 1"
"36",15974,112.5,22,2001-02-23,5,1,1,1,"1 1 1"
"37",16049,79.4,10,2000-11-07,113,5,1,1,"5 1 1"
"38",16766,73.1,10,2001-02-21,7,1,1,1,"1 1 1"
"39",16773,81,3,2000-11-13,107,5,1,1,"5 1 1"
"40",16803,132.733333333333,15,2000-11-05,115,5,1,1,"5 1 1"
"41",17596,86,3,2000-12-01,89,4,1,1,"4 1 1"
"42",18173,180.80198019802,101,2001-02-26,2,1,1,1,"1 1 1"
"43",18197,280.6,5,2001-02-26,2,1,1,1,"1 1 1"
"44",18319,73.8571428571429,7,2000-12-22,68,3,1,1,"3 1 1"
"45",18333,92.25,4,2001-02-27,1,1,1,1,"1 1 1"
"46",18364,347.666666666667,3,2000-12-22,68,3,1,1,"3 1 1"
"47",18524,78.7916666666667,48,2000-12-22,68,3,1,1,"3 1 1"
"48",18821,181.777777777778,9,2000-11-26,94,4,1,1,"4 1 1"
"49",18944,21.5,2,2001-02-25,3,1,1,1,"1 1 1"
"50",19125,532.090909090909,22,2001-01-29,30,2,1,1,"2 1 1"
"51",19200,93,2,2000-12-24,66,3,1,1,"3 1 1"
"52",19484,63.6923076923077,13,2000-12-23,67,3,1,1,"3 1 1"
"53",19514,93,2,2000-12-23,67,3,1,1,"3 1 1"
"54",19545,104.842105263158,19,2000-12-23,67,3,1,1,"3 1 1"
"55",19750,51.6538461538462,26,2001-01-31,28,2,1,1,"2 1 1"
"56",19866,233.5,6,2001-01-23,36,2,1,1,"2 1 1"
"57",19873,220.2,30,2001-02-20,8,1,1,1,"1 1 1"
"58",19897,160.6,20,2001-01-13,46,2,1,1,"2 1 1"
"59",19903,148.108695652174,46,2001-02-06,22,1,1,1,"1 1 1"
"60",19941,65,1,2000-12-05,85,4,1,1,"4 1 1"
"61",20077,79.1666666666667,30,2001-02-20,8,1,1,1,"1 1 1"
"62",20145,70.5,2,2001-01-17,42,2,1,1,"2 1 1"
"63",20220,109.733009708738,206,2001-02-24,4,1,1,1,"1 1 1"
"64",20282,281.5,4,2001-01-27,32,2,1,1,"2 1 1"
"65",20428,119,1,2000-12-03,87,4,1,1,"4 1 1"
"66",20459,129.182182985554,1246,2001-02-28,0,1,5,1,"1 5 1"
"67",20596,147.205882352941,68,2001-02-08,20,1,1,1,"1 1 1"
"68",20695,50.7142857142857,77,2001-02-27,1,1,1,1,"1 1 1"
"69",20756,518.5,2,2000-12-24,66,3,1,1,"3 1 1"
"70",20794,97.8012820512821,156,2001-02-25,3,1,1,1,"1 1 1"
"71",20800,163.423728813559,59,2001-02-24,4,1,1,1,"1 1 1"
"72",20817,230.176470588235,17,2001-01-15,44,2,1,1,"2 1 1"
"73",20848,105,6,2001-02-26,2,1,1,1,"1 1 1"
"74",20879,85.1875,16,2001-02-25,3,1,1,1,"1 1 1"
"75",21128,202.275862068966,29,2001-02-16,12,1,1,1,"1 1 1"
"76",21203,135.708333333333,24,2001-01-14,45,2,1,1,"2 1 1"
"77",21234,118.1,10,2001-01-30,29,2,1,1,"2 1 1"
"78",21265,129.857142857143,7,2001-01-06,53,3,1,1,"3 1 1"
"79",21357,179.5,2,2001-02-11,17,1,1,1,"1 1 1"
"80",21432,59.875,8,2000-12-06,84,4,1,1,"4 1 1"
"81",21449,140.040983606557,122,2001-02-01,27,2,1,1,"2 1 1"
"82",21470,189.333333333333,9,2001-02-14,14,1,1,1,"1 1 1"
"83",21593,107.47619047619,21,2001-02-04,24,2,1,1,"2 1 1"
"84",21647,63.8333333333333,12,2001-01-25,34,2,1,1,"2 1 1"
"85",21678,567,2,2001-02-14,14,1,1,1,"1 1 1"
"86",21708,129,1,2001-01-25,34,2,1,1,"2 1 1"
"87",21821,86.5454545454545,11,2000-12-03,87,4,1,1,"4 1 1"
"88",21951,111.091666666667,120,2001-02-21,7,1,1,1,"1 1 1"
"89",22040,42.3333333333333,3,2001-01-22,37,2,1,1,"2 1 1"
"90",22064,100.75,8,2001-02-03,25,2,1,1,"2 1 1"
"91",22149,58.25,28,2001-02-04,24,2,1,1,"2 1 1"
"92",22163,93.2857142857143,21,2001-02-23,5,1,1,1,"1 1 1"
"93",22453,169.076923076923,13,2001-01-07,52,3,1,1,"3 1 1"
"94",22514,225.333333333333,6,2001-02-23,5,1,1,1,"1 1 1"
"95",22590,49.4285714285714,7,2001-01-04,55,3,1,1,"3 1 1"
"96",22729,159.121212121212,33,2001-02-24,4,1,1,1,"1 1 1"
"97",22736,183.466666666667,45,2001-02-11,17,1,1,1,"1 1 1"
"98",22903,30,1,2000-11-12,108,5,1,1,"5 1 1"
"99",22927,74.5,2,2001-01-22,37,2,1,1,"2 1 1"
"100",22934,93.6,35,2001-02-25,3,1,1,1,"1 1 1"
"101",22996,165.333333333333,9,2001-02-15,13,1,1,1,"1 1 1"
"102",23078,123.139705882353,136,2001-02-28,0,1,1,1,"1 1 1"
"103",23146,52.2727272727273,11,2000-11-12,108,5,1,1,"5 1 1"
"104",23160,27,1,2001-01-04,55,3,1,1,"3 1 1"
"105",23177,15,1,2001-01-26,33,2,1,1,"2 1 1"
"106",23207,83.6875,16,2001-02-23,5,1,1,1,"1 1 1"
"107",23245,49.0769230769231,13,2000-12-21,69,3,1,1,"3 1 1"
"108",23351,106.5,8,2000-12-07,83,4,1,1,"4 1 1"
"109",23467,158.846153846154,13,2001-02-24,4,1,1,1,"1 1 1"
"110",23474,56.75,24,2001-02-26,2,1,1,1,"1 1 1"
"111",23504,158.666666666667,3,2000-11-23,97,5,1,1,"5 1 1"
"112",23535,98.8,5,2000-11-30,90,4,1,1,"4 1 1"
"113",23672,130.553191489362,47,2001-01-18,41,2,1,1,"2 1 1"
"114",23733,485.25,4,2000-12-01,89,4,1,1,"4 1 1"
"115",23771,71.1818181818182,22,2001-02-28,0,1,1,1,"1 1 1"
"116",23795,97.3801652892562,121,2001-02-24,4,1,1,1,"1 1 1"
"117",23801,192.555555555556,9,2001-02-27,1,1,1,1,"1 1 1"
"118",23863,111.757575757576,33,2001-02-23,5,1,1,1,"1 1 1"
"119",23917,87.3272727272727,55,2001-02-06,22,1,1,1,"1 1 1"
"120",23931,129.5,6,2001-02-28,0,1,1,1,"1 1 1"
"121",24105,129.5,18,2001-01-21,38,2,1,1,"2 1 1"
"122",24167,137.375,8,2001-01-16,43,2,1,1,"2 1 1"
"123",24259,71.7619047619048,42,2001-02-16,12,1,1,1,"1 1 1"
"124",24297,94.6666666666667,6,2001-02-02,26,2,1,1,"2 1 1"
"125",24402,80.9230769230769,13,2001-02-10,18,1,1,1,"1 1 1"
"126",24440,122.5,4,2001-02-14,14,1,1,1,"1 1 1"
"127",24488,97.3333333333333,6,2001-02-12,16,1,1,1,"1 1 1"
"128",24501,162.578947368421,19,2001-01-28,31,2,1,1,"2 1 1"
"129",24518,120.107142857143,28,2001-02-20,8,1,1,1,"1 1 1"
"130",24525,142.333333333333,3,2001-02-14,14,1,1,1,"1 1 1"
"131",24532,71.4150943396226,53,2001-02-26,2,1,1,1,"1 1 1"
"132",24594,115,6,2000-11-14,106,5,1,1,"5 1 1"
"133",24662,197.090909090909,11,2000-12-10,80,4,1,1,"4 1 1"
"134",24723,87,13,2001-01-06,53,3,1,1,"3 1 1"
"135",24730,184.666666666667,6,2001-02-06,22,1,1,1,"1 1 1"
"136",24860,37.1428571428571,7,2001-01-29,30,2,1,1,"2 1 1"
"137",24907,95.6666666666667,6,2001-01-19,40,2,1,1,"2 1 1"
"138",24914,52.75,4,2001-02-23,5,1,1,1,"1 1 1"
"139",25058,147.302325581395,43,2001-02-22,6,1,1,1,"1 1 1"
"140",25072,26,1,2001-02-23,5,1,1,1,"1 1 1"
"141",25096,445.166666666667,6,2001-02-19,9,1,1,1,"1 1 1"
"142",25140,76.4166666666667,12,2001-02-25,3,1,1,1,"1 1 1"
"143",25300,41,4,2000-12-26,64,3,1,1,"3 1 1"
"144",25324,106.9,20,2001-02-11,17,1,1,1,"1 1 1"
"145",25362,102.638888888889,36,2001-01-20,39,2,1,1,"2 1 1"
"146",25386,102.6875,32,2001-02-28,0,1,1,1,"1 1 1"
"147",25393,40,9,2001-01-23,36,2,1,1,"2 1 1"
"148",25423,105,15,2001-01-18,41,2,1,1,"2 1 1"
"149",25454,65.08,25,2001-01-27,32,2,1,1,"2 1 1"
"150",25515,24.6666666666667,3,2001-02-20,8,1,1,1,"1 1 1"
"151",25539,205.6,15,2001-02-17,11,1,1,1,"1 1 1"
"152",25553,169.833333333333,24,2001-02-11,17,1,1,1,"1 1 1"
"153",25577,93.1304347826087,23,2001-02-19,9,1,1,1,"1 1 1"
"154",25652,229,1,2001-02-04,24,2,1,1,"2 1 1"
"155",25683,54.2018348623853,109,2001-02-23,5,1,1,1,"1 1 1"
"156",25805,85.3384615384615,65,2001-02-25,3,1,1,1,"1 1 1"
"157",25973,150.611111111111,72,2001-02-16,12,1,1,1,"1 1 1"
"158",26000,312.875,24,2001-02-24,4,1,1,1,"1 1 1"
"159",26031,42,6,2001-02-27,1,1,1,1,"1 1 1"
"160",26062,70.2325581395349,43,2001-02-26,2,1,1,1,"1 1 1"
"161",26123,94.6896551724138,29,2000-11-26,94,4,1,1,"4 1 1"
"162",26192,98.6333333333333,60,2001-02-17,11,1,1,1,"1 1 1"
"163",26260,102.774193548387,31,2001-01-21,38,2,1,1,"2 1 1"
"164",26307,94.6037735849057,53,2001-01-23,36,2,1,1,"2 1 1"
"165",26321,80.4285714285714,21,2001-02-28,0,1,1,1,"1 1 1"
"166",26468,169.260869565217,23,2001-02-11,17,1,1,1,"1 1 1"
"167",26499,78.6875,32,2001-02-20,8,1,1,1,"1 1 1"
"168",26550,73.7,120,2001-02-22,6,1,1,1,"1 1 1"
"169",26604,108.2,5,2000-11-23,97,5,1,1,"5 1 1"
"170",26666,125.2,20,2001-01-22,37,2,1,1,"2 1 1"
"171",26758,120.2,5,2001-02-24,4,1,1,1,"1 1 1"
"172",26789,89.1891891891892,37,2000-12-16,74,4,1,1,"4 1 1"
"173",26925,79.1379310344828,58,2001-02-11,17,1,1,1,"1 1 1"
"174",27113,92.3571428571429,14,2001-02-18,10,1,1,1,"1 1 1"
"175",27151,67,6,2001-01-14,45,2,1,1,"2 1 1"
"176",27199,94.4761904761905,21,2001-01-21,38,2,1,1,"2 1 1"
"177",27243,74.8421052631579,76,2001-02-24,4,1,1,1,"1 1 1"
"178",27298,131.857142857143,14,2001-02-05,23,1,1,1,"1 1 1"
"179",27304,98.8125,16,2001-02-18,10,1,1,1,"1 1 1"
"180",27335,85.5714285714286,42,2001-02-22,6,1,1,1,"1 1 1"
"181",27359,135.5,6,2001-02-25,3,1,1,1,"1 1 1"
"182",27540,113.630434782609,46,2001-02-16,12,1,1,1,"1 1 1"
"183",27601,82.4166666666667,36,2001-02-14,14,1,1,1,"1 1 1"
"184",27632,101.805555555556,36,2000-12-15,75,4,1,1,"4 1 1"
"185",27717,69,5,2001-02-04,24,2,1,1,"2 1 1"
"186",27908,205.166666666667,30,2001-02-25,3,1,1,1,"1 1 1"
"187",27946,251.923076923077,13,2001-02-08,20,1,1,1,"1 1 1"
"188",27953,375.4,5,2001-02-07,21,1,1,1,"1 1 1"
"189",27984,400,1,2001-01-21,38,2,1,1,"2 1 1"
"190",28127,152.285714285714,21,2001-01-08,51,3,1,1,"3 1 1"
"191",28516,108.259259259259,27,2001-01-04,55,3,1,1,"3 1 1"
"192",28547,158.37037037037,81,2001-02-19,9,1,1,1,"1 1 1"
"193",28554,90.3333333333333,12,2001-02-15,13,1,1,1,"1 1 1"
"194",28592,98.8,5,2000-11-18,102,5,1,1,"5 1 1"
"195",28639,36,2,2000-11-26,94,4,1,1,"4 1 1"
"196",28646,118.733333333333,15,2001-02-28,0,1,1,1,"1 1 1"
"197",28653,36.3333333333333,9,2001-02-21,7,1,1,1,"1 1 1"
"198",28714,78.0833333333333,12,2001-01-23,36,2,1,1,"2 1 1"
"199",28721,539.315789473684,19,2001-01-05,54,3,1,1,"3 1 1"
"200",28738,58.4,25,2001-02-25,3,1,1,1,"1 1 1"
"201",28769,82.5384615384615,26,2000-12-18,72,4,1,1,"4 1 1"
"202",28844,150.636363636364,11,2001-01-19,40,2,1,1,"2 1 1"
"203",28899,178.4375,16,2001-02-04,24,2,1,1,"2 1 1"
"204",28967,98.0909090909091,22,2001-01-22,37,2,1,1,"2 1 1"
"205",29018,77.40625,32,2001-02-20,8,1,1,1,"1 1 1"
"206",29117,42.6666666666667,3,2001-02-21,7,1,1,1,"1 1 1"
"207",29209,40.6315789473684,19,2001-02-19,9,1,1,1,"1 1 1"
"208",29223,90.6521739130435,23,2001-01-18,41,2,1,1,"2 1 1"
"209",29254,107.583333333333,12,2000-12-09,81,4,1,1,"4 1 1"
"210",29377,117.869565217391,23,2001-02-28,0,1,1,1,"1 1 1"
"211",29421,122.467289719626,107,2001-02-28,0,1,1,1,"1 1 1"
"212",29599,89.3636363636364,11,2001-02-24,4,1,1,1,"1 1 1"
"213",29865,173.285714285714,7,2001-02-25,3,1,1,1,"1 1 1"
"214",29964,133.863636363636,22,2001-02-21,7,1,1,1,"1 1 1"
"215",30045,137.1,20,2001-02-21,7,1,1,1,"1 1 1"
"216",30106,135.55,40,2001-02-25,3,1,1,1,"1 1 1"
"217",30267,55.72,50,2001-01-20,39,2,1,1,"2 1 1"
"218",30281,69.1228070175439,114,2001-02-18,10,1,1,1,"1 1 1"
"219",30502,90.96,25,2001-02-03,25,2,1,1,"2 1 1"
"220",30779,18,1,2000-12-11,79,4,1,1,"4 1 1"
"221",30908,62.3461538461538,26,2001-02-21,7,1,1,1,"1 1 1"
"222",30915,112,11,2001-02-09,19,1,1,1,"1 1 1"
"223",31059,155.666666666667,6,2001-01-14,45,2,1,1,"2 1 1"
"224",31929,72,8,2000-11-02,118,5,1,1,"5 1 1"
"225",32100,61.7733333333333,150,2001-02-28,0,1,1,1,"1 1 1"
"226",32674,137.983333333333,60,2001-02-25,3,1,1,1,"1 1 1"
"227",32827,82.3961038961039,154,2001-02-26,2,1,1,1,"1 1 1"
"228",32896,106.571428571429,42,2001-02-21,7,1,1,1,"1 1 1"
"229",33091,174.333333333333,3,2000-11-02,118,5,1,1,"5 1 1"
"230",33107,33.4,5,2000-11-09,111,5,1,1,"5 1 1"
"231",33169,259.785714285714,14,2001-02-19,9,1,1,1,"1 1 1"
"232",33268,137.102564102564,39,2001-02-22,6,1,1,1,"1 1 1"
"233",33510,69.3888888888889,18,2001-02-08,20,1,1,1,"1 1 1"
"234",33527,116.3125,16,2001-02-23,5,1,1,1,"1 1 1"
"235",33749,43,5,2001-01-29,30,2,1,1,"2 1 1"
"236",33770,129.539682539683,63,2001-02-26,2,1,1,1,"1 1 1"
"237",33831,75.5,6,2001-02-19,9,1,1,1,"1 1 1"
"238",33862,109.59375,32,2001-01-15,44,2,1,1,"2 1 1"
"239",34258,78.3777777777778,45,2001-02-03,25,2,1,1,"2 1 1"
"240",34302,56.4,10,2001-01-28,31,2,1,1,"2 1 1"
"241",34395,263.333333333333,3,2000-12-24,66,3,1,1,"3 1 1"
"242",34401,61.2727272727273,11,2001-02-10,18,1,1,1,"1 1 1"
"243",34845,339.230769230769,13,2000-11-07,113,5,1,1,"5 1 1"
"244",35460,134,34,2001-02-17,11,1,1,1,"1 1 1"
"245",35866,113.883720930233,43,2001-02-05,23,1,1,1,"1 1 1"
"246",35996,85,1,2000-11-02,118,5,1,1,"5 1 1"
"247",36016,119.926829268293,41,2001-02-12,16,1,1,1,"1 1 1"
"248",36139,462,2,2000-12-15,75,4,1,1,"4 1 1"
"249",36450,107.027027027027,37,2001-02-22,6,1,1,1,"1 1 1"
"250",36658,163.857142857143,7,2001-02-24,4,1,1,1,"1 1 1"
"251",37815,100.833333333333,6,2001-02-24,4,1,1,1,"1 1 1"
"252",38317,54.1666666666667,6,2001-02-12,16,1,1,1,"1 1 1"
"253",38355,75.1,10,2001-02-14,14,1,1,1,"1 1 1"
"254",38386,58.1176470588235,17,2001-02-24,4,1,1,1,"1 1 1"
"255",38744,84.5,10,2000-12-17,73,4,1,1,"4 1 1"
"256",38751,32.1111111111111,9,2001-01-27,32,2,1,1,"2 1 1"
"257",38782,160.545454545455,22,2001-02-25,3,1,1,1,"1 1 1"
"258",38836,151.0625,16,2001-02-05,23,1,1,1,"1 1 1"
"259",38881,130.4,10,2001-02-22,6,1,1,1,"1 1 1"
"260",38935,77.2727272727273,22,2000-12-04,86,4,1,1,"4 1 1"
"261",39215,47.1,10,2001-02-21,7,1,1,1,"1 1 1"
"262",39291,73.5333333333333,15,2000-12-23,67,3,1,1,"3 1 1"
"263",39505,184.6,5,2001-01-22,37,2,1,1,"2 1 1"
"264",39550,90.8571428571429,7,2000-11-21,99,5,1,1,"5 1 1"
"265",39635,163.2,30,2001-02-27,1,1,1,1,"1 1 1"
"266",39642,117.729166666667,48,2001-01-30,29,2,1,1,"2 1 1"
"267",39765,152.692307692308,13,2001-01-24,35,2,1,1,"2 1 1"
"268",39802,238,2,2001-01-06,53,3,1,1,"3 1 1"
"269",39932,84.5,28,2001-02-24,4,1,1,1,"1 1 1"
"270",40068,82.7,10,2001-02-28,0,1,1,1,"1 1 1"
"271",40129,211.526315789474,38,2001-02-16,12,1,1,1,"1 1 1"
"272",40150,127.541666666667,48,2001-02-28,0,1,1,1,"1 1 1"
"273",40181,88.6015625,128,2001-02-27,1,1,1,1,"1 1 1"
"274",40198,143.577777777778,45,2001-02-26,2,1,1,1,"1 1 1"
"275",40242,75.8269230769231,52,2001-02-19,9,1,1,1,"1 1 1"
"276",40266,78.75,20,2001-02-28,0,1,1,1,"1 1 1"
"277",40372,206.8,10,2001-02-13,15,1,1,1,"1 1 1"
"278",40488,74.0344827586207,58,2001-02-25,3,1,1,1,"1 1 1"
"279",40662,106.111111111111,90,2001-02-21,7,1,1,1,"1 1 1"
"280",40761,239.428571428571,7,2001-02-19,9,1,1,1,"1 1 1"
"281",40792,98.4444444444444,9,2001-02-18,10,1,1,1,"1 1 1"
"282",40907,77.6666666666667,9,2001-02-20,8,1,1,1,"1 1 1"
"283",41041,95.7142857142857,7,2000-11-04,116,5,1,1,"5 1 1"
"284",41133,99.8235294117647,17,2001-02-24,4,1,1,1,"1 1 1"
"285",41171,99.3472222222222,72,2001-02-28,0,1,1,1,"1 1 1"
"286",41188,77.7321428571429,56,2001-02-01,27,2,1,1,"2 1 1"
"287",41263,126.684210526316,57,2001-02-24,4,1,1,1,"1 1 1"
"288",41331,81.0357142857143,28,2001-01-22,37,2,1,1,"2 1 1"
"289",41584,80.6111111111111,18,2001-02-10,18,1,1,1,"1 1 1"
"290",41607,88.1538461538462,13,2001-01-13,46,2,1,1,"2 1 1"
"291",41638,95.1818181818182,11,2001-02-03,25,2,1,1,"2 1 1"
"292",41690,88.7441860465116,43,2000-12-10,80,4,1,1,"4 1 1"
"293",41737,194.010309278351,97,2001-02-25,3,1,1,1,"1 1 1"
"294",41812,538,2,2000-11-22,98,5,1,1,"5 1 1"
"295",41829,120,2,2001-01-02,57,3,1,1,"3 1 1"
"296",41898,143,4,2000-11-23,97,5,1,1,"5 1 1"
"297",41928,104.909090909091,66,2001-02-18,10,1,1,1,"1 1 1"
"298",42017,201.603773584906,53,2001-01-30,29,2,1,1,"2 1 1"
"299",42048,103,12,2001-01-20,39,2,1,1,"2 1 1"
"300",42093,85.2857142857143,63,2001-02-22,6,1,1,1,"1 1 1"
"301",42208,93.6716417910448,67,2001-02-28,0,1,1,1,"1 1 1"
"302",42307,91.2,15,2001-02-25,3,1,1,1,"1 1 1"
"303",42574,3939,1,2000-12-02,88,4,1,1,"4 1 1"
"304",42635,47,2,2001-02-23,5,1,1,1,"1 1 1"
"305",42666,146.563636363636,110,2001-02-21,7,1,1,1,"1 1 1"
"306",42697,84,2,2000-12-17,73,4,1,1,"4 1 1"
"307",42741,26,1,2001-02-22,6,1,1,1,"1 1 1"
"308",42857,106.2,20,2001-02-23,5,1,1,1,"1 1 1"
"309",42918,80.75,4,2000-12-10,80,4,1,1,"4 1 1"
"310",42949,112.4,15,2001-02-23,5,1,1,1,"1 1 1"
"311",42963,92.8157894736842,38,2001-02-11,17,1,1,1,"1 1 1"
"312",43113,71.9230769230769,26,2001-02-24,4,1,1,1,"1 1 1"
"313",43267,30,1,2000-11-10,110,5,1,1,"5 1 1"
"314",43274,1990,1,2001-02-03,25,2,1,1,"2 1 1"
"315",43328,85.6666666666667,3,2001-01-06,53,3,1,1,"3 1 1"
"316",43342,106.384615384615,13,2001-02-26,2,1,1,1,"1 1 1"
"317",43359,124.588235294118,17,2001-02-25,3,1,1,1,"1 1 1"
"318",43472,79.625,240,2001-02-27,1,1,1,1,"1 1 1"
"319",43502,68.1739130434783,23,2001-02-12,16,1,1,1,"1 1 1"
"320",43748,107.5,18,2001-01-16,43,2,1,1,"2 1 1"
"321",43816,189.777777777778,45,2000-12-01,89,4,1,1,"4 1 1"
"322",43830,129.909090909091,11,2001-01-20,39,2,1,1,"2 1 1"
"323",43854,136.947368421053,57,2001-02-28,0,1,1,1,"1 1 1"
"324",43861,110.650943396226,106,2001-02-24,4,1,1,1,"1 1 1"
"325",43915,89.2307692307692,13,2001-02-25,3,1,1,1,"1 1 1"
"326",43991,159,17,2001-01-02,57,3,1,1,"3 1 1"
"327",44073,106.5,4,2000-12-21,69,3,1,1,"3 1 1"
"328",44356,90,1,2001-01-08,51,3,1,1,"3 1 1"
"329",44363,144.734375,64,2001-02-22,6,1,1,1,"1 1 1"
"330",44431,79.049504950495,101,2001-02-18,10,1,1,1,"1 1 1"
"331",44547,1062,2,2000-12-25,65,3,1,1,"3 1 1"
"332",44608,129.777777777778,18,2000-12-23,67,3,1,1,"3 1 1"
"333",44721,53.2,10,2001-02-22,6,1,1,1,"1 1 1"
"334",44875,90.0714285714286,28,2001-01-28,31,2,1,1,"2 1 1"
"335",44882,26,1,2001-02-23,5,1,1,1,"1 1 1"
"336",45278,69.8,5,2001-02-11,17,1,1,1,"1 1 1"
"337",45308,77.2727272727273,11,2001-02-19,9,1,1,1,"1 1 1"
"338",45353,154.866666666667,15,2001-01-19,40,2,1,1,"2 1 1"
"339",45377,115.032407407407,216,2001-02-23,5,1,1,1,"1 1 1"
"340",45506,60.40625,32,2001-02-28,0,1,1,1,"1 1 1"
"341",45551,120,26,2001-02-18,10,1,1,1,"1 1 1"
"342",45605,298.333333333333,12,2000-11-23,97,5,1,1,"5 1 1"
"343",45674,108.652173913043,23,2001-01-31,28,2,1,1,"2 1 1"
"344",45704,844,2,2001-01-13,46,2,1,1,"2 1 1"
"345",45711,74.2222222222222,9,2001-02-21,7,1,1,1,"1 1 1"
"346",45735,387.666666666667,3,2001-01-20,39,2,1,1,"2 1 1"
"347",45902,117.142857142857,70,2001-01-19,40,2,1,1,"2 1 1"
"348",45919,72,1,2000-12-24,66,3,1,1,"3 1 1"
"349",45957,137.815068493151,146,2001-02-22,6,1,1,1,"1 1 1"
"350",45964,147.615384615385,13,2001-01-18,41,2,1,1,"2 1 1"
"351",45971,208.666666666667,24,2001-02-14,14,1,1,1,"1 1 1"
"352",45995,73.9230769230769,13,2001-01-12,47,2,1,1,"2 1 1"
"353",46015,53.6,75,2001-02-16,12,1,1,1,"1 1 1"
"354",46022,91.3636363636364,11,2000-12-23,67,3,1,1,"3 1 1"
"355",46039,142.653846153846,26,2001-01-17,42,2,1,1,"2 1 1"
"356",46046,141.357142857143,14,2001-01-18,41,2,1,1,"2 1 1"
"357",46053,30,1,2000-11-10,110,5,1,1,"5 1 1"
"358",46145,188.866666666667,45,2001-02-22,6,1,1,1,"1 1 1"
"359",46183,102.666666666667,6,2001-01-31,28,2,1,1,"2 1 1"
"360",46350,232.428571428571,7,2001-02-17,11,1,1,1,"1 1 1"
"361",46466,106.971428571429,35,2001-02-27,1,1,1,1,"1 1 1"
"362",46633,96.6865671641791,67,2001-01-09,50,3,1,1,"3 1 1"
"363",46855,120.393442622951,61,2001-02-26,2,1,1,1,"1 1 1"
"364",46909,70.875,16,2001-01-29,30,2,1,1,"2 1 1"
"365",46916,500.8,10,2001-02-24,4,1,1,1,"1 1 1"
"366",46923,93.7619047619048,21,2000-11-28,92,4,1,1,"4 1 1"
"367",46985,124,2,2001-01-05,54,3,1,1,"3 1 1"
"368",46992,111.952380952381,21,2001-02-20,8,1,1,1,"1 1 1"
"369",47067,92.0833333333333,72,2001-02-27,1,1,1,1,"1 1 1"
"370",47197,90.8333333333333,36,2001-02-18,10,1,1,1,"1 1 1"
"371",47241,89.2234042553192,94,2001-02-21,7,1,1,1,"1 1 1"
"372",47319,193.6,5,2000-12-22,68,3,1,1,"3 1 1"
"373",47340,217.728155339806,103,2001-02-20,8,1,1,1,"1 1 1"
"374",47364,117.395348837209,43,2001-02-11,17,1,1,1,"1 1 1"
"375",47388,192,4,2000-12-10,80,4,1,1,"4 1 1"
"376",47395,111.666666666667,57,2001-02-18,10,1,1,1,"1 1 1"
"377",47487,115.714285714286,7,2001-02-18,10,1,1,1,"1 1 1"
